name;last_name;birth_date;id;city;town;symptoms;description;status
Petronila;Canales;12/03/1991;2390817039;Escuintla;Tiquisate;Fiebre, Cansancio, Escalofríos y dolores corporales;Wilkes Barre, Estados Unidos;Confirmado
Otniel;Meza;23/07/1934;28641787213;Guatemala;Chuarrancho;Fiebre, Tos seca;Comapa, Guatemala;Confirmado
Adilia;Noriega;11/04/1970;29876260154;Baja Verapaz;Cubulco;Fiebre, Cansancio;Louisville, Estados Unidos;Recuperado
Ñambi;Herrera;24/10/1947;19093159111;Retalhuleu;Santa Cruz Muluá;Fiebre, Cansancio;Naperville, Estados Unidos;Sospechoso
Helvecia;Arenas;25/04/1986;25284382610;Guatemala;Fraijanes;Fiebre, Tos seca, Escalofríos y dolores corporales;Knoxville, Estados Unidos;Sospechoso
Hamanchay;Melgar;4/09/1984;27009627197;San Marcos;Ayutla;Fiebre, Cansancio, Escalofríos y dolores corporales;Palermo, Italia;Sospechoso
Karim;Fuentes;23/07/1930;21779704181;Guatemala;Villa Nueva;Fiebre, Tos seca;Washington, Estados Unidos;Sospechoso
Kate;Muñoz;8/03/2014;1984935521;Escuintla;San Vicente Pacaya;Fiebre, Tos seca, Escalofríos y dolores corporales;San José, Costa Rica;Confirmado
Heliana;Solís;10/08/1983;2830419769;Guatemala;Guatemala;Fiebre, Cansancio;El Progreso, Mexico;Sospechoso
Viridiana;Sierra;17/04/1954;23292869121;Guatemala;Guatemala;Fiebre, Cansancio;Raleigh, Estados Unidos;Recuperado
Inacayal;Montemayor;1/02/1971;20481106138;Jalapa;Jalapa;Fiebre, Tos seca, Escalofríos y dolores corporales;Alvaro Obregon, Mexico;Recuperado
Dion;Abreu;28/05/1948;21096048208;Sololá;San Antonio Palopó;Fiebre, Cansancio;Santa Monica, Estados Unidos;Confirmado
Shasa;Alemán;28/07/1964;2898066915;Quiché;Cunén;Fiebre, Cansancio;San Jose, Mexico;Confirmado
Ayrton;Garza;21/01/1930;20564626136;Sololá;Panajachel;Fiebre, Cansancio, Escalofríos y dolores corporales;Acajutla, El Salvador;Recuperado
Elinda;Bustos;7/05/1932;2987369323;Quetzaltenango;Almolonga;Fiebre, Dificultad respiratoria;Boaco, Nicaragua;Sospechoso
Naara;Castro;16/06/1957;29993083410;Huehuetenango;La Libertad;Fiebre, Tos seca, Escalofríos y dolores corporales;Guaimaca, Honduras;Sospechoso
Grace;Delgadillo;30/08/2001;23893204147;Guatemala;Palencia;Fiebre, Cansancio;Santa Clara La Laguna, Guatemala;Recuperado
Megan;Tejada;10/03/2001;19436133141;Escuintla;Siquinalá;Fiebre, Cansancio;Vigo, España;Sospechoso
Teófilo;Cadena;8/09/1932;2193664536;Sololá;Concepción;Fiebre, Tos seca;5 de Mayo, Mexico;Confirmado
Halima;Casas;23/11/1926;2486467497;Retalhuleu;Retalhuleu;Fiebre, Cansancio, Escalofríos y dolores corporales;Ancona, Italia;Confirmado
Abdón;Mateo;24/07/1994;26534828142;Guatemala;Guatemala;Fiebre, Cansancio, Escalofríos y dolores corporales;Talanga, Honduras;Sospechoso
Jeremías;Enríquez;26/09/2019;29995116115;El Progreso;San Antonio La Paz;Fiebre, Tos seca, Escalofríos y dolores corporales;Roma, Italia;Recuperado
Arminda;Guzmán;4/12/1961;29399729143;Escuintla;Palín;Fiebre, Cansancio, Escalofríos y dolores corporales;Lazaro Cardenas, Mexico;Sospechoso
Nasya;Orosco;13/03/1959;26936555123;Guatemala;Guatemala;Fiebre, Cansancio;Bologna, Italia;Confirmado
Sahara;Esquibel;25/08/1944;2987343623;Chiquimula;Ipala;Fiebre, Tos seca, Escalofríos y dolores corporales;Vicente Guerrero, Mexico;Confirmado
Sean;Gaona;23/08/1940;2227325552;Retalhuleu;San Felipe;Fiebre, Tos seca;Inglewood, Estados Unidos;Recuperado
Meuris;Grijalva;9/01/1925;2491210579;Escuintla;Palín;Fiebre, Cansancio;Independencia, Mexico;Sospechoso
Lua;Fonseca;19/06/1921;2697283455;Zacapa;Estanzuela;Fiebre, Tos seca, Escalofríos y dolores corporales;Jamaica, Estados Unidos;Confirmado
Perpetuo;Rico;23/11/1945;2493894467;Chimaltenango;Patzún;Fiebre, Cansancio;Santa Bárbara, Guatemala;Confirmado
Carmine;Meléndez;13/04/1928;21959300132;Guatemala;Mixco;Fiebre, Tos seca;Seattle, Estados Unidos;Confirmado
Brenda;Guillén;24/05/1945;24135322175;Petén;Flores;Fiebre, Cansancio;Saint Petersburg, Estados Unidos;Recuperado
Ellis;Zepeda;17/05/2008;26482835227;Izabal;El Estor;Fiebre, Tos seca;New York City, Estados Unidos;Sospechoso
Irmina;Arredondo;9/03/1953;2278212074;Jutiapa;Jalpatagua;Fiebre, Cansancio;Palmdale, Estados Unidos;Sospechoso
Elis;Gaitán;18/05/1986;2343064123;Jutiapa;Conguaco;Fiebre, Tos seca;Albany, Estados Unidos;Sospechoso
Calfú;Arévalo;21/06/1994;266547081310;Escuintla;Nueva Concepción;Fiebre, Cansancio;Madison, Estados Unidos;Sospechoso
Custodio;Olivas;1/09/1924;1963389951;San Marcos;San Marcos;Fiebre, Dificultad respiratoria;Louisville, Estados Unidos;Confirmado
Valdemar;Dueñas;10/12/1973;1917320432;Retalhuleu;San Sebastián;Fiebre, Tos seca;La Loma, Mexico;Confirmado
Fara;Cisneros;29/11/1941;2134071124;San Marcos;Ixchiguán;Fiebre, Cansancio;Portland, Estados Unidos;Confirmado
Milagros;Bueno;18/01/1950;2703441646;Escuintla;Tiquisate;Fiebre, Tos seca, Escalofríos y dolores corporales;Sioguí Arriba, Panama;Confirmado
Rosmari;Torres;7/03/1998;22100951205;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;West Palm Beach, Estados Unidos;Confirmado
Benet;Zamudio;7/02/1992;2061241676;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Lleida, España;Confirmado
Hanna;Valadez;13/11/1934;24783229106;San Marcos;Catarina;Fiebre, Cansancio, Escalofríos y dolores corporales;Francisco Villa, Mexico;Confirmado
Numas;Patino;14/08/1928;21768944175;Escuintla;Iztapa;Fiebre, Cansancio;Morazán, Honduras;Recuperado
Francesco;Garica;11/08/1968;20265488102;San Marcos;Malacatán;Fiebre, Dificultad respiratoria;Jacaltenango, Guatemala;Confirmado
Ingeberg;Macías;19/02/1955;2460910334;Guatemala;Villa Nueva;Fiebre, Cansancio, Escalofríos y dolores corporales;El Copé, Panama;Sospechoso
Jade;Alonso;9/12/2017;27900074162;El Progreso;Sanarate;Fiebre, Cansancio, Escalofríos y dolores corporales;Champerico, Guatemala;Confirmado
Calixto;Crespo;25/12/1973;20772248136;Jutiapa;Jerez;Fiebre, Tos seca, Escalofríos y dolores corporales;San Isidro, Mexico;Recuperado
Demeter;Cuellar;15/05/2014;21610814193; Quetzaltenango; Quetzaltenango;Fiebre, Dificultad respiratoria;El Copé, Panama;Recuperado
Arapey;Cotto;27/04/1950;2174297825;Escuintla;Tiquisate;Fiebre, Tos seca, Escalofríos y dolores corporales;Yarumela, Honduras;Recuperado
Eliana;Serrato;30/10/1920;19539874123;Guatemala;San Miguel Petapa;Fiebre, Cansancio, Escalofríos y dolores corporales;Anchorage, Estados Unidos;Recuperado
Italina;Suárez;21/11/1997;20117389113;Sololá;San Antonio Palopó;Fiebre, Tos seca, Escalofríos y dolores corporales;Reno, Estados Unidos;Recuperado
Orazio;Berrios;20/12/1981;1955383857;Chiquimula;Quezaltepeque;Fiebre, Dificultad respiratoria;Sevilla, España;Confirmado
Olaf;Monroy;10/01/1959;28550445810;Jutiapa;El Adelanto;Fiebre, Dificultad respiratoria;Mobile, Estados Unidos;Sospechoso
Mili;Duran;16/09/1943;279597611910;Escuintla;Siquinalá;Fiebre, Tos seca;Sabá, Honduras;Confirmado
Louisa;Garay;14/08/1934;21112274133;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Las Palmas, Mexico;Sospechoso
Prudenciana;Lomeli;5/10/1966;2699001429;Retalhuleu;Santa Cruz Muluá;Fiebre, Tos seca;Laurel, Estados Unidos;Confirmado
Sixto;Arreola;21/07/1920;29567390167;Jutiapa;El Adelanto;Fiebre, Cansancio, Escalofríos y dolores corporales;San Rafael Petzal, Guatemala;Sospechoso
Agnus;Pacheco;16/11/2002;197346492210;Guatemala;Amatitlán;Fiebre, Cansancio;Toyós, Honduras;Sospechoso
Denisse;Montés;7/01/1981;21667023165;Guatemala;Chinautla;Fiebre, Dificultad respiratoria;Detroit, Estados Unidos;Recuperado
Abdo;Jasso;23/11/1999;21975663168;Huehuetenango;Cuilco;Fiebre, Dificultad respiratoria;Francisco Villa, Mexico;Confirmado
Generoso;Contreras;19/01/1983;19180605149;Sololá;San Antonio Palopó;Fiebre, Dificultad respiratoria;Dallas, Estados Unidos;Recuperado
Lucero;Cabrera;27/09/1990;2051388268;Jalapa;Jalapa;Fiebre, Tos seca;Mobile, Estados Unidos;Recuperado
Arydea;Montanez;4/01/1989;2418446218;Izabal;Livingston;Fiebre, Cansancio, Escalofríos y dolores corporales;Los Pinos, Mexico;Sospechoso
Centola;Zarate;10/04/1992;22739525221;Sololá;Concepción;Fiebre, Tos seca;Bella Vista, Panama;Confirmado
Michelle;Batista;21/12/1986;19055956145;Sololá;San Antonio Palopó;Fiebre, Cansancio, Escalofríos y dolores corporales;Anniston, Estados Unidos;Recuperado
Adelio;Pérez;29/04/1993;2233065691;Retalhuleu;Retalhuleu;Fiebre, Cansancio, Escalofríos y dolores corporales;Durham, Estados Unidos;Confirmado
Irving;Cano;5/10/1962;25236481185; Quetzaltenango; Salcajá;Fiebre, Dificultad respiratoria;Colima, Costa Rica;Sospechoso
Simoneta;Padilla;29/01/1965;2051825838;San Marcos;Ixchiguán;Fiebre, Cansancio;Santa Elena, Mexico;Confirmado
Nothelmo;Vigil;16/04/2004;2964204661;Guatemala;Villa Nueva;Fiebre, Cansancio, Escalofríos y dolores corporales;Midland, Estados Unidos;Recuperado
Karla;Arroyo;24/05/1977;2234782071;San Marcos;San Marcos;Fiebre, Cansancio, Escalofríos y dolores corporales;El Refugio, Mexico;Sospechoso
Michelle;Jasso;6/03/2019;27312718173;Jutiapa;El Adelanto;Fiebre, Cansancio, Escalofríos y dolores corporales;Waco, Estados Unidos;Sospechoso
Christian;Bueno;8/01/1937;19644215178;Sololá;Concepción;Fiebre, Cansancio, Escalofríos y dolores corporales;Las Trojes, Honduras;Recuperado
Jenny;Segovia;17/06/1945;22830085162;Guatemala;Chinautla;Fiebre, Dificultad respiratoria;Veracruz, Panama;Confirmado
Lot;Reynoso;23/11/1924;20752740103;Huehuetenango;Cuilco;Fiebre, Cansancio, Escalofríos y dolores corporales;Panamá, Panama;Sospechoso
Petronila;Valentín;27/02/1949;2631017485;Retalhuleu;Santa Cruz Muluá;Fiebre, Tos seca, Escalofríos y dolores corporales;San Agustin, Mexico;Recuperado
Anelida;Lira;26/08/1999;22555407204;Baja Verapaz;San Miguel Chicaj;Fiebre, Tos seca, Escalofríos y dolores corporales;Jacksonville, Estados Unidos;Recuperado
Mariángeles;Rico;7/12/1968;2873454652;Suchitepéquez;Samayac;Fiebre, Tos seca, Escalofríos y dolores corporales;Buenos Aires, Mexico;Recuperado
Calínica;Aguilar;20/09/2004;24682247208;Totonicapán;San Andrés Xecul;Fiebre, Dificultad respiratoria;Las Americas, Mexico;Confirmado
Quirina;Covarrubias;7/08/2004;2026925895;Jalapa;San Pedro Pinula;Fiebre, Cansancio, Escalofríos y dolores corporales;Corona, Estados Unidos;Sospechoso
Emma;Irizarry;12/11/1961;2459777385;Sololá;Concepción;Fiebre, Dificultad respiratoria;Scottsdale, Estados Unidos;Sospechoso
Rosenda;Esquivel;20/02/1981;282341031610;Sololá;Nahualá;Fiebre, Tos seca;Lynchburg, Estados Unidos;Sospechoso
Auda;Melgar;30/05/2018;19762220172;Guatemala;Villa Canales;Fiebre, Tos seca, Escalofríos y dolores corporales;Tenancingo, El Salvador;Sospechoso
Clarabella;Hernádez;25/08/1966;20768736154;Izabal;Livingston;Fiebre, Dificultad respiratoria;Jamaica, Estados Unidos;Sospechoso
Osmán;Cárdenas;17/01/1978;2768042167;Suchitepéquez;Mazatenango ;Fiebre, Tos seca;San Diego, Estados Unidos;Sospechoso
Arcángela;Pagan;12/08/2009;28230999221;Zacapa;Usumatlán;Fiebre, Tos seca;Metapán, El Salvador;Confirmado
Raifroid;Valdivia;27/06/1986;28812431139;Guatemala;San Raymundo;Fiebre, Dificultad respiratoria;Colón, Panama;Confirmado
Canela;Rosario;9/03/1993;19811841197;Quetzaltenango;Cantel;Fiebre, Dificultad respiratoria;Gijon, España;Confirmado
Carola;Cotto;11/08/1981;23766259176;Chiquimula;Olopa;Fiebre, Tos seca;Loma Bonita, Mexico;Sospechoso
Maico;Huerta;13/11/1954;24007231121;Sacatepéquez;Alotenango;Fiebre, Tos seca, Escalofríos y dolores corporales;Guanaja, Honduras;Confirmado
Sadoc;Guerrero;14/12/1948;2965127289;Sacatepéquez;Santa María de Jesús;Fiebre, Dificultad respiratoria;Boaco, Nicaragua;Confirmado
Lelis;Covarrubias;19/02/1963;1933000036;Jutiapa;Comapa;Fiebre, Dificultad respiratoria;Tacoma, Estados Unidos;Recuperado
Giusto;Palomino;5/12/1945;190352661810;Sololá;Concepción;Fiebre, Tos seca, Escalofríos y dolores corporales;San Cristóbal Verapaz, Guatemala;Confirmado
Alison;Marcos;28/05/1997;27158596142;San Marcos;Catarina;Fiebre, Dificultad respiratoria;San Antonio, Mexico;Sospechoso
Obdulia;Quesada;13/05/1940;21517427114;Sololá;Concepción;Fiebre, Tos seca, Escalofríos y dolores corporales;Castellon De La Plana/Castello De La Pla, España;Sospechoso
Jimena;Patino;15/11/2002;2745470511;Zacapa;Teculután;Fiebre, Cansancio, Escalofríos y dolores corporales;Chicago, Estados Unidos;Confirmado
Marlen;Montoya;24/11/1994;26426471137;San Marcos;San Marcos;Fiebre, Cansancio, Escalofríos y dolores corporales;La Paz, Mexico;Sospechoso
Tibor;Pabón;25/03/2016;29679667148;Sololá;Sololá;Fiebre, Dificultad respiratoria;Los Angeles, Mexico;Confirmado
Nahum;Rojas;12/07/1925;23894749117;Jutiapa;Moyuta;Fiebre, Dificultad respiratoria;Chattanooga, Estados Unidos;Sospechoso
Janina;Ortega;1/07/1997;2516953366;Guatemala;Villa Nueva;Fiebre, Cansancio, Escalofríos y dolores corporales;Gainesville, Estados Unidos;Recuperado
Digna;Robles;10/07/1997;19395813144;Escuintla;Siquinalá;Fiebre, Tos seca;Panamá, Panama;Recuperado
Albano;Arredondo;31/03/1976;2958637712;Guatemala;Villa Nueva;Fiebre, Tos seca, Escalofríos y dolores corporales;Comapa, Guatemala;Confirmado
Jasón;Gurule;31/08/1991;2671662833;Sololá;Concepción;Fiebre, Dificultad respiratoria;Oratorio, Guatemala;Sospechoso
Nicole;Duran;27/11/1979;25199305166;Jutiapa;Jerez;Fiebre, Cansancio, Escalofríos y dolores corporales;Minneapolis, Estados Unidos;Sospechoso
Iberio;Coronado;30/08/1944;266998201510;San Marcos;Catarina;Fiebre, Cansancio;Newark, Estados Unidos;Recuperado
Jerry;López;5/02/2015;29089342111;Zacapa;Teculután;Fiebre, Cansancio;Veracruz, Honduras;Recuperado
Querían;Adomo;21/12/1932;23128924227;San Marcos;San Marcos;Fiebre, Tos seca;Reitoca, Honduras;Confirmado
Estanislao;Balderas;23/03/2016;2207998261;San Marcos;Malacatán;Fiebre, Dificultad respiratoria;Seminole, Estados Unidos;Sospechoso
Belmiro;Tórrez;14/04/1946;2299981383;Guatemala;Guatemala;Fiebre, Cansancio, Escalofríos y dolores corporales;Bellavista, Mexico;Recuperado
Eulogia;Lucio;7/12/1920;2191287821;Escuintla;Siquinalá;Fiebre, Dificultad respiratoria;Zamora, Honduras;Recuperado
Verenice;Castellanos;21/06/1973;21707841187;San Marcos;Comitancillo;Fiebre, Tos seca;Venezia, Italia;Confirmado
Selesio;Roldán;25/05/1978;19807823152;Jalapa;San Pedro Pinula;Fiebre, Tos seca, Escalofríos y dolores corporales;Knoxville, Estados Unidos;Sospechoso
Prinio;Arellano;4/01/1957;2177678489;Guatemala;Guatemala;Fiebre, Cansancio, Escalofríos y dolores corporales;Independencia, Mexico;Confirmado
Alin;Concepción;16/02/1929;24636913229;Guatemala;Guatemala;Fiebre, Cansancio, Escalofríos y dolores corporales;Magisterial, Mexico;Confirmado
Salustio;Ávila;7/04/1925;2526925048;Quiché;Cunén;Fiebre, Cansancio;Los Angeles, Estados Unidos;Recuperado
Gualtar;Argüello;6/07/1993;2356689345;Guatemala;Fraijanes;Fiebre, Tos seca, Escalofríos y dolores corporales;Miami, Estados Unidos;Recuperado
Ademaro;Granado;15/10/1990;2445460996;El Progreso;Morazán;Fiebre, Cansancio;Montgomery, Estados Unidos;Recuperado
Daila;Santillán;15/02/1987;23503947198;Guatemala;Guatemala;Fiebre, Cansancio, Escalofríos y dolores corporales;Buffalo, Estados Unidos;Confirmado
Joaquin;Sarabia;27/09/1943;2250693263;Guatemala;Villa Nueva;Fiebre, Tos seca;Charleston, Estados Unidos;Recuperado
Indalecia;Domínguez;15/08/1966;29335177610;Sololá;Panajachel;Fiebre, Cansancio, Escalofríos y dolores corporales;Esquipulas Palo Gordo, Guatemala;Sospechoso
Desideria;Amaya;17/02/1975;2788867492;Sololá;Panajachel;Fiebre, Cansancio;San José de Colinas, Honduras;Recuperado
Bartelemy;Muñoz;16/07/1939;2970639027;Huehuetenango;La Libertad;Fiebre, Tos seca, Escalofríos y dolores corporales;Protección, Honduras;Recuperado
Narellla;Madrigal;9/02/2013;21400732228;Escuintla;Siquinalá;Fiebre, Cansancio, Escalofríos y dolores corporales;Salitral, Costa Rica;Recuperado
Anías;Nino;14/10/1925;2555631824;Escuintla;Palín;Fiebre, Cansancio, Escalofríos y dolores corporales;Siuna, Nicaragua;Recuperado
Adelfo;Cepeda;21/08/1950;2559965825;Escuintla;San José;Fiebre, Dificultad respiratoria;Oklahoma City, Estados Unidos;Recuperado
Tusnelda;Cotto;17/02/1954;24344407148;Sololá;Sololá;Fiebre, Dificultad respiratoria;Tecpán Guatemala, Guatemala;Recuperado
Esther;Angulo;31/07/2006;2008263231;Guatemala;Villa Nueva;Fiebre, Tos seca;Jaqué, Panama;Sospechoso
Libia;Alaniz;17/07/1926;29817731104;Quetzaltenango;Quetzaltenango;Fiebre, Tos seca, Escalofríos y dolores corporales;Wilmington, Estados Unidos;Confirmado
Livino;Gurule;2/06/2018;28493359158;Escuintla;Iztapa;Fiebre, Tos seca, Escalofríos y dolores corporales;San José Poaquil, Guatemala;Sospechoso
Ingrid;Menéndez;22/12/1994;27377283172; Quetzaltenango; San Carlos Sija;Fiebre, Dificultad respiratoria;San Jose, Estados Unidos;Sospechoso
Nazario;Cabrera;2/03/1954;2459035521;Baja Verapaz;Salamá;Fiebre, Dificultad respiratoria;Santa Rosa de Lima, El Salvador;Confirmado
Augustus;Prieto;13/11/2007;28324974167;San Marcos;San Marcos;Fiebre, Tos seca;Tulsa, Estados Unidos;Confirmado
Argus;Huerta;18/01/1975;19598312179;San Marcos;Malacatán;Fiebre, Tos seca;Denton, Estados Unidos;Confirmado
Kristopher;Solís;18/03/1977;20963358199;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;La Purisima, Mexico;Recuperado
Boleslao;Armenta;19/09/1944;19559564187;Quiché;Santa María Nebaj;Fiebre, Cansancio;Lazaro Cardenas, Mexico;Sospechoso
Esaú;Ballesteros;7/08/1925;27416278175;Escuintla;Palín;Fiebre, Tos seca, Escalofríos y dolores corporales;El Pino, Honduras;Confirmado
Viv;Cabán;31/10/1946;22885169147;Jutiapa;Jalpatagua;Fiebre, Tos seca;Matagalpa, Nicaragua;Recuperado
Ezio;Robledo;11/01/2001;2876299497;Zacapa;Cabañas;Fiebre, Tos seca;Philadelphia, Estados Unidos;Sospechoso
Hartman;Aguirre;4/07/1971;25078007194;Santa Rosa;Taxisco;Fiebre, Cansancio, Escalofríos y dolores corporales;San Jose, Estados Unidos;Recuperado
Lizie;Valdivia;28/12/1977;26205035155;Jutiapa;Jerez;Fiebre, Cansancio, Escalofríos y dolores corporales;San Diego, Estados Unidos;Confirmado
Ambar;Solano;2/03/1980;19198648137;Escuintla;Palín;Fiebre, Tos seca;La Guama, Honduras;Confirmado
Kira;Reséndez;4/11/1940;19980190115;Guatemala;Guatemala;Fiebre, Tos seca;Santa Ana, El Salvador;Recuperado
Iago;Almonte;23/10/1999;2334272946;Jutiapa;Comapa;Fiebre, Tos seca;Waco, Estados Unidos;Confirmado
Tamara;Montemayor;9/12/1961;19633452224;Petén;San Benito;Fiebre, Tos seca;Santiago De Compostela, España;Recuperado
Jacques;Núñez;5/05/2002;21916306204;San Marcos;Malacatán;Fiebre, Cansancio;Honolulu, Estados Unidos;Recuperado
Josefina;Carrión;3/11/1957;25647816176;Jutiapa;Comapa;Fiebre, Tos seca;Fort Myers, Estados Unidos;Recuperado
Idalina;Paez;5/09/2003;2555965179;Guatemala;Guatemala;Fiebre, Dificultad respiratoria;Midland, Estados Unidos;Recuperado
Yunca;Lara;1/05/1998;28408631113;Escuintla;Iztapa;Fiebre, Dificultad respiratoria;Louisville, Estados Unidos;Recuperado
Michaela;Gaitán;6/03/1966;29067733218;Quiché;Patzité;Fiebre, Cansancio, Escalofríos y dolores corporales;Benito Juarez, Mexico;Recuperado
Ondina;Monroy;14/01/1984;29633470144;Sololá;Nahualá;Fiebre, Dificultad respiratoria;Lafayette, Estados Unidos;Sospechoso
Haydee;Montano;26/06/1927;28508175101;Zacapa;Usumatlán;Fiebre, Dificultad respiratoria;San Luis Jilotepeque, Guatemala;Sospechoso
Lara;Mesa;20/11/1940;19031449147;Sololá;Nahualá;Fiebre, Tos seca, Escalofríos y dolores corporales;San Antonio, Estados Unidos;Confirmado
Lea;Reyna;13/05/2006;24367611223;Escuintla;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;Independencia, Mexico;Recuperado
Solano;Baez;27/01/2019;23309357164;Jalapa;San Manuel Chaparrón;Fiebre, Tos seca;Bronx, Estados Unidos;Recuperado
Isachar;López;22/05/1994;2967260996;Sololá;Panajachel;Fiebre, Tos seca;Jefferson City, Estados Unidos;Recuperado
Desiderius;Alfaro;29/09/1932;29366818111;Santa Rosa;San Juan Tecuaco;Fiebre, Cansancio, Escalofríos y dolores corporales;Texistepeque, El Salvador;Confirmado
Edelio;Delgado;24/03/1931;2249481089;San Marcos;Comitancillo;Fiebre, Dificultad respiratoria;Sonzacate, El Salvador;Sospechoso
Toscana;Regalado;17/11/1966;27357936145;Sololá;Sololá;Fiebre, Dificultad respiratoria;San Marcos, Honduras;Sospechoso
Mateos;Carmona;6/04/1936;23481063910;Chimaltenango;San Juan Comalapa;Fiebre, Cansancio;Kansas City, Estados Unidos;Sospechoso
Donatila;Pabón;29/05/1961;2515419479;Chiquimula;Quezaltepeque;Fiebre, Tos seca;Benito Juarez, Mexico;Sospechoso
Percival;Limón;12/09/1973;221104861810;Baja Verapaz;Salamá;Fiebre, Tos seca;Olopa, Guatemala;Confirmado
Aylin;Feliciano;21/06/1973;2726108094;Chiquimula;Ipala;Fiebre, Cansancio, Escalofríos y dolores corporales;Aserrío de Gariché, Panama;Confirmado
Joanes;Galván;24/06/1922;2648983075;San Marcos;Malacatán;Fiebre, Cansancio;Soloma, Guatemala;Recuperado
Eliecer;Saavedra;4/08/1924;20391712710;San Marcos;Malacatán;Fiebre, Tos seca;El Paso, Estados Unidos;Sospechoso
